x,y
1,11.575528823446934
2,10.328565044214047
3,12.6280932509091
4,12.39224703835038
5,13.659938829410361
6,12.960397016328994
7,13.606347805535751
8,12.656204898739624
9,15.307611033342672
10,15.91951118707837
11,13.71239117331829
12,15.557556382088226
13,16.15729131114428
14,18.179316948140045
15,16.377834972479693
16,18.977605509178098
17,17.949030759321182
18,19.354406654570802
19,20.084284046036053
20,19.00724108107151
21,18.87001710110394
22,20.00863326630445
23,19.816679815455405
24,21.409861309487535
25,21.950860621907875
26,22.07108577237642
27,22.169726787378067
28,22.10872828259673
29,22.81332160648921
30,25.866584667850333
31,27.265896812423684
32,26.83727053017901
33,27.247624553034274
34,26.367426968072984
35,28.532365829628606
36,29.212879955727324
37,28.5561245605083
38,30.388267652382105
39,30.725542900789115
40,29.88729056782517
41,31.58003857145
42,29.640826599720207
43,30.551793559581206
44,30.990755364818906
45,33.57523497031029
46,31.697571477674348
47,34.83901005356303
48,34.55286723815737
49,33.14522152573335
50,34.941132370478165
51,34.531827228141964
52,36.64647558769386
53,38.221388892791296
54,38.58246089059708
55,37.63983029401754
56,36.45219800340994
57,39.31523204421767
58,40.219963024139204
59,37.64339792446466
60,39.91067238645176
61,38.57649895318806
62,40.744217899694576
63,41.90336781057366
64,41.776559513274904
65,42.47374866445707
66,44.79680959855551
67,44.393992214142486
68,45.50569100938075
69,45.208024354732
70,46.50953032234703
71,44.35731973623756
72,46.88071480236193
73,47.62315453095941
74,46.48842238496679
75,48.082204542595285
76,48.795983905387004
77,47.541043471199266
78,48.40034102854078
79,51.452832010646716
80,48.58161601898367
81,51.14971006017818
82,50.76852314853892
83,49.888394468285625
84,52.73767266572267
85,50.5290062556378
86,52.17923638543117
87,51.99794700350631
88,52.82503077042035
89,54.72607655256436
90,53.11428133729517
91,56.28603594781055
92,56.381049737191866
93,56.26701605671797
94,56.2428187474287
95,55.75741382106636
96,56.870593308818485
97,58.54563932057872
98,60.1184865048335
99,60.65363538032041
100,59.665085654040695
101,61.01484082686089
102,62.177739236793784
103,60.58872059975651
104,62.69122660916696
105,64.26686836740015
106,63.84957303717932
107,62.364051546233846
108,65.07907210912568
109,63.199084155536426
110,64.24234082294132
111,66.58126232959836
112,64.47614742727701
113,66.60238826778716
114,66.96042825134023
115,68.44655995554176
116,66.8480936199513
117,66.99827153229263
118,67.7046180718934
119,69.6772992516016
120,69.64500194628695
