x,y
1,0.3655728752156864
2,2.678065371469991
3,2.2167204612833133
4,0.0009825983358908719
5,0.609716286837664
6,2.0490545752556946
7,0.06953034728053864
8,0.6173121786967142
9,2.261351777988354
10,2.694689922486576
11,3.2403405094714874
12,2.130078229798522
13,3.1065011600935417
14,2.2378474603469556
15,1.9857362392286275
16,0.024026038216402146
17,2.1251070763376636
18,2.6705844921382407
19,0.9470519395209136
20,0.9270128028961886
21,1.3567530096138962
22,2.7683932422545108
23,3.6297405602390675
24,4.32820407819324
25,3.8610134679161434
26,1.4961216958608157
27,2.658211329879408
28,1.3845137309555722
29,1.5520284886212576
30,2.156670868923994
31,4.571115622686872
32,5.403952436211561
33,2.2938189317573943
34,2.4184906962913235
35,1.9420602006722247
36,2.5253628430969064
37,5.420662199339482
38,3.038420310285505
39,4.759990671721264
40,6.141220036195476
41,5.626306320797704
42,5.060726701930102
43,5.420127436912638
44,7.098111390248564
45,7.57538821495933
46,7.1628599450116575
47,5.236073062462786
48,6.487160442391353
49,7.20818271994025
50,5.477730568832589
51,5.939263704131423
52,7.513520326243377
53,7.112307991027134
54,6.942940093640008
55,8.091911606760437
56,9.167355748892955
57,8.085742398232219
58,10.583012194873113
59,9.88439756701974
60,8.989155465078614
61,8.972706359794797
62,12.636650750674512
63,10.420394799581125
64,12.815582938785688
65,11.540312236210685
66,13.4440072205685
67,13.101163382462953
68,13.000483745550273
69,15.466473689103223
70,15.366139488265604
71,16.677632396479098
72,15.65334327790425
73,17.425805117645417
74,15.844897731116822
75,16.218556263173994
76,19.38069003132877
77,18.48332772893265
78,18.991565927035314
79,20.850418923668737
80,20.038233700430922
81,24.34372140240769
82,24.33955961187342
83,22.862178596459152
84,26.19253455660678
85,28.113498353458738
86,28.311077501641822
87,29.10642862035866
88,29.102000673362664
89,31.606923673174506
90,32.60044936485093
91,34.66113724509851
92,33.025805679147794
93,37.22336300709491
94,38.35322628757341
95,38.27530256948314
96,42.000386992731784
97,42.14350041765167
98,44.73454896599165
99,45.534942062045566
100,48.36428442833295
101,50.06402637676928
102,51.37552116807188
103,54.71096018563366
104,53.876369945904315
105,57.62890231010986
106,58.263573884085915
107,61.84771108267365
108,63.994673094766995
109,67.37471890997541
110,68.19510472408703
111,73.7340378645864
112,72.76865254292956
113,78.99161239468592
114,80.11190677318625
115,82.01912471971583
116,87.31885056820211
117,92.00624547200594
118,94.36023265894822
119,97.42752573894921
120,101.31688705015723
