x,y
1,48.81226941501304
2,67.6270480253716
3,96.3227163908727
4,62.545387356408824
5,89.2711841257509
6,43.51090294625548
7,87.14493731498368
8,85.53441849368528
9,62.55427643601866
10,93.31521540859887
11,35.14941929830498
12,98.59922444640009
13,67.09973253553767
14,34.13784496937973
15,76.60205762582983
16,34.03913130413167
17,69.6867211029639
18,76.97115762369877
19,78.24163206988987
20,72.88475285343297
21,67.98919506615763
22,81.7146379871761
23,79.30655804954652
24,84.15036397911945
25,81.90045838669649
26,84.1720924660139
27,48.24602604053411
28,70.40496751954021
29,79.39735292794714
30,73.05124676273566
31,54.79409336393272
32,66.24911974335149
33,67.78537130442936
34,63.82959132023536
35,57.04230288333975
36,60.234238900172706
37,54.485029899385026
38,55.10592416828836
39,53.4264357288354
40,60.961453491787395
41,52.00406255966383
42,55.14786771383359
43,53.10656145354485
44,52.700307016665654
45,56.26887872154596
46,62.41471140330539
47,55.11744254534201
48,65.44276468391453
49,61.40480084841254
50,45.858043031768084
51,60.64090945596993
52,51.874871019397276
53,55.70038423201875
54,52.28088781065937
55,53.57895004254378
56,52.722117099943496
57,53.90405898021002
58,51.80904372712829
59,52.447158945028356
60,47.62436067796221
61,49.92134563353649
62,50.903882317899914
63,47.91263341777878
64,45.71943892569128
65,44.78780072730946
66,48.57459906390877
67,49.13421104920851
68,48.773516759951015
69,38.40694074330744
70,42.07829523944729
71,49.66765547436191
72,35.21293352520004
73,40.78632655421324
74,48.833339280711414
75,49.91239144971111
76,42.36196882784804
77,33.5800139597742
78,38.960821274477475
79,38.034577995343724
80,35.11625582572544
81,41.15775246580515
82,38.496627024970536
83,31.10797249325606
84,34.615904942298805
85,29.57493571808943
86,35.93016107412201
87,33.31190296830761
88,21.983143734443214
89,51.964920948517346
90,27.842268083222763
91,23.477895462380836
92,20.195241252614547
93,45.059363930321055
94,15.64696697183605
95,25.701753310841102
96,40.07396047666025
97,30.035501727694033
98,24.2205206173616
99,34.60558134800867
100,36.70231222182955
101,27.704496279323735
102,44.08858494611216
103,40.40048819483502
104,2.3749884425842396
105,36.148624213967786
106,58.66677591441615
107,22.180393794607454
108,17.520691833975654
109,45.193263491392806
110,7.187789690211144
111,26.484564411328627
112,45.53082009311207
113,37.68954796591795
114,55.803205770839924
115,41.72666955627241
116,51.35931749798435
117,37.331366103542265
118,33.037231401754845
119,51.632414993631926
120,50.656376994799956
