x,y
1,3.630279211091242
2,29.89980647207002
3,41.65322332544733
4,21.18820938692955
5,46.829835985833114
6,48.05163467337133
7,12.384063340021058
8,41.61407751578894
9,41.4465886548223
10,40.72345958109416
11,48.2227158797453
12,28.157622213659984
13,10.209272330914853
14,32.33040403272628
15,39.42386103320668
16,9.110245653164142
17,54.666328589936796
18,43.85257395939925
19,35.68579550088313
20,49.917518450156905
21,26.144554338647325
22,20.28973256891524
23,19.221163526376795
24,27.485278118555065
25,41.604947628147436
26,22.968053337872732
27,30.45664262573688
28,43.05631868742308
29,26.403714102443736
30,53.801623020526286
31,38.84378890774327
32,28.764806078555175
33,47.79503695304331
34,40.394358423152596
35,35.99982194249566
36,38.06401430054464
37,43.521700968645575
38,43.74835735033038
39,45.25432881629114
40,50.97056222582128
41,43.3297336759241
42,53.177782452759736
43,43.87099997848832
44,55.6211969632903
45,44.13936003842303
46,38.889158109635886
47,49.72645882592869
48,39.558899538470705
49,57.635588943466686
50,44.66247417390213
51,43.29067793724987
52,46.76666390220549
53,46.62993625760781
54,49.565966924264664
55,56.64561280124849
56,51.56288494212101
57,57.72841395676663
58,53.0130067806004
59,56.15662909094874
60,51.29382516504177
61,59.38199095277398
62,55.715453376201204
63,53.129502999910926
64,60.76457382854924
65,58.346779127527626
66,60.291291076793
67,60.57071740341536
68,60.01885205424462
69,65.60217748288545
70,57.879615608655364
71,63.506676840921514
72,64.03243234400567
73,66.13918133337279
74,52.77832459471434
75,67.47014330218137
76,69.04364145427547
77,70.11072529408892
78,71.44837457885214
79,69.50136084161271
80,72.08902774196703
81,61.63852782660003
82,63.703719237343215
83,72.32966517698573
84,76.43209049575356
85,68.25569783669752
86,79.77530181169135
87,55.108463863542795
88,72.62399783148817
89,84.45761958637924
90,50.47834237772342
91,52.383973452889734
92,90.04092351726588
93,72.94154409444533
94,85.59206720110649
95,60.936444826938335
96,91.64149747018519
97,80.83730187902019
98,81.8715707236263
99,89.18428660846702
100,64.52178651735034
101,68.97353718267114
102,84.77249962978304
103,99.66986392468957
104,94.34834802086704
105,87.016157224673
106,60.5685305941875
107,65.92074282801232
108,98.64457170834262
109,92.77167820679034
110,94.061311079044
111,94.66592608387231
112,74.7049158071768
113,80.41181893631578
114,99.0215944450386
115,77.95721480281682
116,91.55881798100714
117,73.87523361000304
118,67.79124716437566
119,57.88495673119323
120,84.80125277732701
