x,y
1,5.683080104700454
2,5.008509732412921
3,9.372961183956301
4,8.810978188050985
5,4.666391693490419
6,8.133034473901539
7,9.01188885429283
8,10.632666986673536
9,11.485385204028375
10,9.856343722765498
11,8.33738097128164
12,13.168161308563596
13,12.048374725476382
14,13.214376778576193
15,11.65758070277257
16,11.66128770392179
17,14.291634873828464
18,15.688882167550165
19,13.576069955492391
20,14.963668713172712
21,14.341233576918608
22,12.609694823155777
23,11.607798700839187
24,14.243592949215008
25,15.23846639412017
26,22.63894310154627
27,23.12316555879454
28,16.95767411275398
29,18.72821450119939
30,19.618792810891534
31,20.353734996057987
32,25.338616317144176
33,18.327838083323442
34,23.55785922433867
35,31.49061276320652
36,21.036695274393807
37,28.03667558338143
38,15.79391360397531
39,23.14851515208867
40,27.253828098240714
41,19.412921825587524
42,32.15666440676544
43,34.038475199566875
44,36.24754194021121
45,36.80447512104758
46,34.81481556239561
47,28.499176233717318
48,37.33089124541605
49,30.32222801691514
50,31.56743723206948
51,35.9185790477503
52,18.314201216718633
53,28.32316310083072
54,40.95028072777784
55,37.601888207287224
56,22.636171600684442
57,47.84949049630353
58,35.94849058923114
59,40.645460059237486
60,30.254749455555697
61,35.748654018986336
62,30.90407602041846
63,35.08865497196618
64,50.681204474116484
65,48.45059546604851
66,23.590802037509967
67,26.291133920581274
68,26.191551496910606
69,55.356430536384615
70,39.61512973817879
71,33.303617893976735
72,23.045792620886427
73,51.291077116689785
74,40.635804592375706
75,56.20677123578044
76,45.319534625996326
77,43.58810677833447
78,50.416336643228746
79,38.386441846177306
80,37.838195701781416
81,47.075655347335015
82,45.892300407813735
83,60.1620773482977
84,50.98273747087223
85,63.234988423345385
86,71.69004792054002
87,25.452574168239995
88,62.53248760142447
89,67.23135933001305
90,33.90480389720602
91,26.491554299096194
92,35.829323952491606
93,27.450157441445644
94,73.80426913723286
95,31.751847980517418
96,50.469814209517224
97,29.076183547172825
98,47.60828255389069
99,67.61862338217315
100,75.74081310698944
101,46.55186956923737
102,74.35281911257303
103,29.918440311765778
104,83.7710143438411
105,48.8158751569765
106,63.051091130888615
107,58.488266406708206
108,62.070535603154084
109,77.51502654331976
110,88.00766572058774
111,86.03165184660023
112,87.00930770483839
113,48.952900271435176
114,33.9050587294027
115,86.46646592000475
116,73.22633453042326
117,62.7535949418386
118,41.18882106399944
119,62.89431926407871
120,92.4745951565577
