x,y
1,0.7427398849156096
2,2.0550184065908237
3,0.01889099472910649
4,0.8760993984626748
5,0.3984682540419278
6,0.3252113492243181
7,0.6635495661594897
8,0.7992249499829714
9,0.4981343213488141
10,2.1393375575389872
11,0.3082763925559117
12,1.8214067874614108
13,0.19102265549643016
14,2.226590212973554
15,0.956581920569386
16,1.5661274632006694
17,1.7498754724810057
18,0.8285530373647896
19,0.8244726873007182
20,0.7519452297315965
21,2.2257740811162856
22,2.8549896766209626
23,0.23474781394594513
24,2.425104720728419
25,2.4054453671277654
26,0.9772548773075791
27,2.750010110121672
28,3.3631788038688475
29,0.2131450113063369
30,0.39976097219718554
31,2.5357542917480838
32,4.105520985288219
33,3.6760097245348664
34,3.7437164971815013
35,2.3723034009365636
36,2.4307902315053296
37,2.8846311632093724
38,4.280627969928478
39,5.075233252172934
40,5.459552566195891
41,5.441356690334285
42,5.095528377671222
43,7.268447508073876
44,6.865194346539258
45,10.029942650329414
46,10.64805870991193
47,10.68514294008061
48,12.32374723217253
49,10.445457581261184
50,14.36426950394846
51,15.085954155752415
52,17.196290272591813
53,16.329391945445163
54,19.846679261843803
55,20.185732268117267
56,19.42621205378035
57,23.60363922021268
58,25.37856294958654
59,27.005523549727002
60,30.078047700056548
61,30.5520245117486
62,32.89572812776837
63,36.021635233134056
64,35.67210338197828
65,38.37462281361308
66,43.46742441613226
67,44.998020347067516
68,46.59313900997172
69,51.01807007993479
70,53.14904787383503
71,56.542453078881245
72,57.36246830913098
73,59.78523909221295
74,61.009330082431745
75,64.17084850857417
76,64.81689628076504
77,69.72918829155635
78,70.58786518704346
79,74.63718175911944
80,76.44624581661076
81,75.2712310656722
82,77.40926105303512
83,81.8481478618962
84,83.00014356213434
85,82.6786364392771
86,83.89067950230077
87,84.1586654526579
88,86.29359461496193
89,88.81860971333089
90,90.01852380041831
91,90.62163973109136
92,90.62695805692324
93,93.29850251655144
94,91.48793509093801
95,91.84891857086521
96,91.668897383047
97,94.19869516597423
98,94.08328615861168
99,93.3165379521374
100,94.47358899237676
101,96.98273842366663
102,96.52839118420388
103,94.77973922722674
104,96.32248545282856
105,96.51952777665933
106,99.4430691733991
107,97.33947239609938
108,98.54104863512197
109,97.09371530984295
110,97.03170642087989
111,100.22157977512747
112,97.35483978178175
113,98.1243255889778
114,98.70203891902032
115,99.98507289671763
116,100.41408214051683
117,98.26840442186695
118,97.38284383477931
119,100.04756180941412
120,100.53487929933706
