x,y
0,7.171961432388315
1,2.0540959465511444
2,4.5362422361840755
3,9.395393937484442
4,4.004786838765056
5,6.872443350667745
6,18.19810596079548
7,13.212116999920436
8,26.835676857190837
9,18.32450741166529
10,66.69860901056416
11,79.65875344795722
12,19.411602759670053
13,23.90007037096274
14,21.079477355418238
15,18.511000616052847
16,26.585345920958787
17,31.003797660952063
18,32.962455090600294
19,32.47291280208806
20,36.33618243087143
21,34.69268189870748
22,135.85654879781436
23,-20.07974247711457
24,41.76553626228125
25,42.341940926571425
26,43.12541217693921
27,141.83870334667523
28,47.33940023246263
29,95.16248385232151
30,48.38212553685207
31,49.427529540559775
32,54.53619972565065
33,141.21243268972188
34,42.29298250780535
35,57.20547361057564
36,61.983723999399125
37,47.06129998795104
38,60.161915205761815
39,66.01380489316752
40,59.907431270371205
41,171.04439650364324
42,58.75490191077449
43,63.31273112712881
44,69.18356469723564
45,174.94737315911175
46,67.7214030032939
47,-11.56641267485648
48,78.59517823709851
49,76.91763402734637
