x,y
1,27.57756526958272
2,84.18337213016807
3,8.01125548129912
4,104.32625490992531
5,91.24741892896355
6,18.168276758548195
7,71.29056093304263
8,79.24730569196477
9,14.951279687583291
10,65.44481834827798
11,41.617387773124655
12,96.52213078544216
13,6.1862393572454755
14,34.22465452895971
15,9.257065080755304
16,67.3555056124034
17,42.57465175872892
18,93.73352507630274
19,19.446857584596565
20,96.52571732545148
21,38.55049767232431
22,69.80494223123507
23,105.40000536131258
24,2.254873212702604
25,3.5784777802460788
26,54.955806821618225
27,15.25231400580433
28,32.02037005310604
29,115.38568754235986
30,110.35935670827594
31,65.42931340667457
32,97.25325544219395
33,67.91484480065492
34,11.911464576400682
35,96.30235243345795
36,48.48853173725378
37,71.1319364574867
38,83.50829647664095
39,40.74075279264012
40,27.775662060355657
41,75.81759831919356
42,82.39075963552833
43,115.39114238234792
44,107.58596520597007
45,7.8326901097785395
46,76.61312960177187
47,80.80503674734209
48,114.64185600548021
49,29.29052961559907
50,75.46221791632351
51,100.3896413764345
52,97.12849437609653
53,47.25355451169151
54,79.08337339665079
55,52.33327899173114
56,2.7778501642645548
57,58.2380209578486
58,8.22952284090567
59,108.54938976702837
60,69.44497224704025
61,74.68584920955776
62,0.5389133305553262
63,79.1662389637904
64,2.5167517528914995
65,106.11850664879564
66,103.56888801093328
67,116.54165348461541
68,92.20858722548799
69,30.36650924949825
70,65.36603111529402
71,91.50431520559482
72,89.58146716005835
73,113.7737447239228
74,79.39450241635824
75,13.606514130921884
76,49.88013730051967
77,92.38232216705026
78,49.20332699217543
79,40.596989663251925
80,117.8454391011629
81,53.44867561336335
82,97.08338475048525
83,68.22040134475463
84,26.3065064993459
85,99.97885160654702
86,47.92341933510838
87,117.61675941586402
88,64.98426318513563
89,9.98593462181919
90,42.48309547517841
91,60.166059044247675
92,16.16781554646529
93,110.36306147711684
94,110.25317150101482
95,5.3472026985256615
96,110.96637007847784
97,94.36623488912588
98,46.03486385998052
99,20.27605308567197
100,13.78733287094648
101,82.36583947541176
102,119.93591984954212
103,0.9571949898787047
104,18.896792166658308
105,94.30574813765985
106,36.01755916389499
107,60.45788609874171
108,29.687632037537842
109,8.744212327052283
110,22.65286379527444
111,105.34303129858498
112,4.270510165028445
113,44.43513409041359
114,100.32831724117123
115,113.032354613851
116,25.556356399841743
117,107.85390178062808
118,105.55148371067396
119,31.380500508186692
120,119.64624779416262
