x,y
1,97.95241084576217
2,98.02448159168291
3,96.24625670663357
4,96.37285099914081
5,97.3982674163339
6,96.28408268075813
7,95.4831605793978
8,93.40583418011374
9,93.750261072201
10,92.11389902821192
11,91.42245260043944
12,91.0550779354076
13,90.30300072666097
14,90.70362068806261
15,88.22849732995186
16,87.95477697231804
17,85.26601393631847
18,85.87927442558258
19,87.06688419772655
20,86.13684266786755
21,84.3260947380424
22,83.51900503674935
23,81.36625461646784
24,81.51685530531455
25,80.19712769093735
26,78.54837173912159
27,78.62609434437229
28,77.33492005987387
29,78.21742670614374
30,77.20454735330497
31,77.34803425947825
32,75.3302817744835
33,76.90999048747311
34,73.19139001774492
35,74.4608002303239
36,72.39660140045666
37,72.893428379708
38,73.42386490527163
39,72.7091565494895
40,71.8241253651138
41,68.9335065147026
42,66.78079436792153
43,67.4618690328443
44,66.98074583543894
45,65.12998305306772
46,65.11418845259215
47,64.97307083133343
48,65.41859941017451
49,63.49809903179908
50,60.65938305177918
51,62.336153947133816
52,59.61446607421051
53,61.13298984406129
54,58.848465078171856
55,58.05215606441797
56,58.33464313575033
57,56.277764567670275
58,56.95612101448907
59,57.61824445097244
60,53.43377360864103
61,54.00055711663462
62,54.89814327651545
63,52.63377024654159
64,50.38097778641629
65,50.66285221478298
66,51.01325595882063
67,48.53624299237601
68,50.72925283565191
69,48.18350405239105
70,48.04856845545024
71,47.28265802498621
72,47.6403258305109
73,44.93548696291845
74,42.888141371235534
75,45.495022942115625
76,41.157709282612174
77,42.92101088700834
78,42.023235057620354
79,42.080783619337666
80,41.97470867439779
81,38.300940284022744
82,37.31390543403236
83,36.539000183732384
84,38.79816854879818
85,37.320935997647595
86,33.75344363380584
87,34.455369140954176
88,32.96260488072307
89,33.28290927498775
90,31.532716478687874
91,30.697977135898437
92,31.001634532424905
93,31.09913479124959
94,28.01063481357427
95,29.529724570389583
96,29.673128267940736
97,25.74275073706333
98,26.92731329384943
99,26.042105873168243
100,24.559082262360405
101,24.952823339569928
102,23.547829270466043
103,21.00850239341822
104,22.468732728146456
105,22.141071584548275
106,20.071763943947673
107,19.746608843542155
108,18.94929256736378
109,16.85499312506512
110,16.37340842434104
111,18.050366597632546
112,14.818440118774399
113,15.097046419904238
114,15.907086219499796
115,15.389016510639214
116,12.234524134780544
117,11.320683445002667
118,11.385345075915364
119,10.451320725989842
120,10.769451353042706
