x,y
1,14.400846481959633
2,15.18668753619551
3,18.544034499198506
4,22.597829785502295
5,26.344099377516073
6,27.163840632891556
7,30.123455875343115
8,34.38235979229125
9,36.908928191871006
10,38.47166785958458
11,38.863189189795584
12,42.86226257645985
13,45.487098501806614
14,47.25027580326284
15,48.22180234422156
16,51.16688938682939
17,52.86333288081968
18,54.04827076288165
19,57.69664840999491
20,61.01087417772547
21,61.8612520823129
22,63.65276699924099
23,64.06038955266456
24,67.84112455378698
25,68.0951265522485
26,69.66365632855005
27,70.83686495677289
28,73.5290856356915
29,75.81840199330765
30,76.9975621211672
31,80.41095628712063
32,81.82765014778626
33,83.35377102359145
34,82.05771543029874
35,85.78004817810722
36,84.89377288742931
37,86.06157044526164
38,86.35115361234877
39,87.3184455454584
40,91.18482041497752
41,90.87083495264696
42,91.60767769413052
43,91.55748736814122
44,95.09309560841403
45,95.38737322074878
46,93.54354764809688
47,96.39912900211034
48,98.29009835119115
49,98.603747336113
50,96.26816638197259
51,98.50898099030172
52,96.6160999646989
53,98.40042165777727
54,98.12762482918907
55,100.61937832560793
56,98.36091827408461
57,98.25001526395458
58,100.98643216090798
59,99.72122088628026
60,99.21112435687387
61,101.18330465405542
62,101.51811284223068
63,101.23181287384716
64,100.45165858446659
65,100.02295696664909
66,100.90739432132177
67,97.19094239417187
68,98.84479717470546
69,97.32969045165858
70,98.19512321114846
71,95.42288793406125
72,96.79241517315614
73,94.71014946238544
74,93.80207657278116
75,95.3624270560693
76,94.81306427844925
77,92.21819197887658
78,93.78057486354048
79,92.92517220166974
80,88.17036694213652
81,88.6673261341915
82,89.2275314820751
83,85.0636958684873
84,86.07746862550302
85,83.09523951900533
86,81.29171823084904
87,80.54506551876464
88,78.56874116433278
89,80.29421735771004
90,78.2420298344043
91,77.72240855138713
92,75.92918277556296
93,70.83915085716895
94,70.49362908549675
95,70.64497803690651
96,67.13733953172091
97,66.14598999977795
98,65.4893050847135
99,61.30410265447324
100,59.42083626271052
101,58.4317229662702
102,54.88741762800096
103,55.747644306881
104,51.1684683303414
105,48.84031316190787
106,46.90250952859872
107,45.61371767913472
108,43.8717500529545
109,38.22488954609186
110,35.56622179842664
111,33.972061823748696
112,32.007144743513074
113,28.868147353609068
114,26.839985594062714
115,25.822053066757615
116,23.095249466813982
117,20.051902400247343
118,17.707865290525326
119,13.218748829080928
120,11.098848120727649
